leaflet_ID,URL,image_urls,local_images,Election:,Party:,Constituency:,Mentions:,Issues Covered:,Unnamed: 8,Unnamed: 9,Unnamed: 10
34744,https://www.openelections.co.uk/leaflets/34744/,['https://cdn.openelections.co.uk/uploads/2020/08/18219_1-1024x719.jpg'],['leaflet_images/34744/18219_1-1024x719.jpg'],2019 General Election,Liberal Democrats,Cambridge,"Other party/leader/candidate, Tactical situation","Brexit/Europe, Environment",,,
34747,https://www.openelections.co.uk/leaflets/34747/,"['https://cdn.openelections.co.uk/uploads/2020/08/18221_1-1024x718.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18221_2-1024x718.jpg']","['leaflet_images/34747/18221_1-1024x718.jpg', 'leaflet_images/34747/18221_2-1024x718.jpg']",2019 General Election,Labour Party,Stoke-on-Trent Central,"Candidate, Other party/leader/candidate","Brexit/Europe, Economy, Education, Health, Social welfare",,,
34754,https://www.openelections.co.uk/leaflets/34754/,['https://cdn.openelections.co.uk/uploads/2020/08/18225_1-661x1024.jpg'],['leaflet_images/34754/18225_1-661x1024.jpg'],2019 General Election,Brexit/Reform Party,West Ham,"Other party/leader/candidate, Party leader, Tactical situation","Brexit/Europe, Economy, Governance, Health, Immigration",,,
34757,https://www.openelections.co.uk/leaflets/34757/,"['https://cdn.openelections.co.uk/uploads/2020/08/18226_1-1024x717.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18226_2-1024x717.jpg']","['leaflet_images/34757/18226_1-1024x717.jpg', 'leaflet_images/34757/18226_2-1024x717.jpg']",2019 General Election,Brexit/Reform Party,West Ham,"Candidate, Party leader","Brexit/Europe, Economy, Health, Immigration",,,
34763,https://www.openelections.co.uk/leaflets/34763/,['https://cdn.openelections.co.uk/uploads/2020/08/18229_1-707x1024.jpg'],['leaflet_images/34763/18229_1-707x1024.jpg'],2019 General Election,Liberal Democrats,West Ham,"Party leader, Tactical situation","Brexit/Europe, Economy, Education, Environment, Health",,,
34767,https://www.openelections.co.uk/leaflets/34767/,['https://cdn.openelections.co.uk/uploads/2020/08/18230_1-712x1024.jpg'],['leaflet_images/34767/18230_1-712x1024.jpg'],2019 General Election,Labour Party,West Ham,"Candidate, Other party/leader/candidate","Brexit/Europe, Economy, Education, Environment",,,
34779,https://www.openelections.co.uk/leaflets/34779/,"['https://cdn.openelections.co.uk/uploads/2020/08/18234_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18234_2-768x1024.jpg']","['leaflet_images/34779/18234_1-768x1024.jpg', 'leaflet_images/34779/18234_2-768x1024.jpg']",2019 General Election,Brexit/Reform Party,Holborn and St Pancras,"Candidate, Other party/leader/candidate, Party leader, Tactical situation","Brexit/Europe, Economy, Governance, Health, Immigration",,,
34788,https://www.openelections.co.uk/leaflets/34788/,['https://cdn.openelections.co.uk/uploads/2020/08/18236_1.jpg'],['leaflet_images/34788/18236_1.jpg'],2019 General Election,Conservative Party,Devizes,"Candidate, Other party/leader/candidate, Party leader","Brexit/Europe, Economy, Education, Governance, Health",,,
34794,https://www.openelections.co.uk/leaflets/34794/,"['https://cdn.openelections.co.uk/uploads/2020/08/18238_1-723x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18238_2-723x1024.jpg']","['leaflet_images/34794/18238_1-723x1024.jpg', 'leaflet_images/34794/18238_2-723x1024.jpg']",2019 General Election,Liberal Democrats,Devizes,"Candidate, Other party/leader/candidate","Brexit/Europe, Economy, Education, Environment, Health",,,
34797,https://www.openelections.co.uk/leaflets/34797/,['https://cdn.openelections.co.uk/uploads/2020/08/18239_1-716x1024.jpg'],['leaflet_images/34797/18239_1-716x1024.jpg'],2019 General Election,Labour Party,Devizes,"Candidate, Other party/leader/candidate, Tactical situation","Brexit/Europe, Economy, Education, Environment, Health",,,
34802,https://www.openelections.co.uk/leaflets/34802/,"['https://cdn.openelections.co.uk/uploads/2020/08/18240_1-683x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18240_2-683x1024.jpg']","['leaflet_images/34802/18240_1-683x1024.jpg', 'leaflet_images/34802/18240_2-683x1024.jpg']",2019 General Election,Liberal Democrats,Kingston upon Hull North,"Candidate, Other party/leader/candidate, Party leader","Brexit/Europe, Education, Environment, Health",,,
34805,https://www.openelections.co.uk/leaflets/34805/,"['https://cdn.openelections.co.uk/uploads/2020/08/18241_1-683x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18241_2-683x1024.jpg']","['leaflet_images/34805/18241_1-683x1024.jpg', 'leaflet_images/34805/18241_2-683x1024.jpg']",2019 General Election,Conservative Party,Kingston upon Hull North,"Candidate, Other party/leader/candidate, Party leader","Brexit/Europe, Economy, Education, Health",,,
34809,https://www.openelections.co.uk/leaflets/34809/,"['https://cdn.openelections.co.uk/uploads/2020/08/18242_1-683x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18242_2-683x1024.jpg']","['leaflet_images/34809/18242_1-683x1024.jpg', 'leaflet_images/34809/18242_2-683x1024.jpg']",2019 General Election,Brexit/Reform Party,Kingston upon Hull North,"Candidate, Other party/leader/candidate, Party leader, Tactical situation","Brexit/Europe, Economy, Governance, Health, Immigration",,,
34815,https://www.openelections.co.uk/leaflets/34815/,"['https://cdn.openelections.co.uk/uploads/2020/08/18244_1-683x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18244_2-683x1024.jpg']","['leaflet_images/34815/18244_1-683x1024.jpg', 'leaflet_images/34815/18244_2-683x1024.jpg']",2019 General Election,Labour Party,Kingston upon Hull North,"Candidate, Other party/leader/candidate","Economy, Education, Environment, Health, Social welfare",,,
34818,https://www.openelections.co.uk/leaflets/34818/,"['https://cdn.openelections.co.uk/uploads/2020/08/18245_1-1024x683.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18245_2-1024x683.jpg']","['leaflet_images/34818/18245_1-1024x683.jpg', 'leaflet_images/34818/18245_2-1024x683.jpg']",2019 General Election,Labour Party,Kingston upon Hull North,Other party/leader/candidate,,,,
34823,https://www.openelections.co.uk/leaflets/34823/,['https://cdn.openelections.co.uk/uploads/2020/08/18250_1-768x1024.jpg'],['leaflet_images/34823/18250_1-768x1024.jpg'],2019 General Election,Labour Party,East Lothian,Other party/leader/candidate,"Economy, Education, Environment, Governance, Health, Social welfare",,,
34827,https://www.openelections.co.uk/leaflets/34827/,"['https://cdn.openelections.co.uk/uploads/2020/08/18251_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18251_2-768x1024.jpg']","['leaflet_images/34827/18251_1-768x1024.jpg', 'leaflet_images/34827/18251_2-768x1024.jpg']",2019 General Election,Conservative Party,East Lothian,"Candidate, Other party/leader/candidate, Tactical situation","Economy, Education, Environment, Governance, Health",,,
34837,https://www.openelections.co.uk/leaflets/34837/,"['https://cdn.openelections.co.uk/uploads/2020/08/18253_1-721x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18253_2-721x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18253_3-721x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18253_4-721x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18253_5-721x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18253_6-721x1024.jpg']","['leaflet_images/34837/18253_1-721x1024.jpg', 'leaflet_images/34837/18253_2-721x1024.jpg', 'leaflet_images/34837/18253_3-721x1024.jpg', 'leaflet_images/34837/18253_4-721x1024.jpg', 'leaflet_images/34837/18253_5-721x1024.jpg', 'leaflet_images/34837/18253_6-721x1024.jpg']",2019 General Election,Liberal Democrats,Reading West,"Candidate, Other party/leader/candidate, Party leader","Brexit/Europe, Economy, Education, Environment, Health",,,
34842,https://www.openelections.co.uk/leaflets/34842/,['https://cdn.openelections.co.uk/uploads/2020/08/18255_1-1024x768.jpg'],['leaflet_images/34842/18255_1-1024x768.jpg'],2019 General Election,Labour Party,East Lothian,Other party/leader/candidate,"Brexit/Europe, Economy, Governance, Health",,,
34845,https://www.openelections.co.uk/leaflets/34845/,"['https://cdn.openelections.co.uk/uploads/2020/08/18256_1-1024x768.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18256_2-1024x768.jpg']","['leaflet_images/34845/18256_1-1024x768.jpg', 'leaflet_images/34845/18256_2-1024x768.jpg']",2019 General Election,Labour Party,East Lothian,Other party/leader/candidate,"Economy, Environment, Governance, Health",,,
34854,https://www.openelections.co.uk/leaflets/34854/,"['https://cdn.openelections.co.uk/uploads/2020/08/18258_1-1024x768.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18258_2-1024x768.jpg']","['leaflet_images/34854/18258_1-1024x768.jpg', 'leaflet_images/34854/18258_2-1024x768.jpg']",2019 General Election,Scottish National Party,East Lothian,"Candidate, Other party/leader/candidate","Brexit/Europe, Economy, Environment, Health",,,
34858,https://www.openelections.co.uk/leaflets/34858/,"['https://cdn.openelections.co.uk/uploads/2020/08/18259_1-1024x768.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18259_2-1024x768.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18259_3-1024x768.jpg']","['leaflet_images/34858/18259_1-1024x768.jpg', 'leaflet_images/34858/18259_2-1024x768.jpg', 'leaflet_images/34858/18259_3-1024x768.jpg']",2019 General Election,Labour Party,East Lothian,Candidate,"Brexit/Europe, Economy, Environment, Governance, Health, Social welfare",,,
34863,https://www.openelections.co.uk/leaflets/34863/,['https://cdn.openelections.co.uk/uploads/2020/08/18261_1-768x1024.jpg'],['leaflet_images/34863/18261_1-768x1024.jpg'],2019 General Election,Scottish National Party,East Lothian,"Candidate, Other party/leader/candidate","Brexit/Europe, Economy",,,
34866,https://www.openelections.co.uk/leaflets/34866/,"['https://cdn.openelections.co.uk/uploads/2020/08/18262_1-1024x768.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18262_2-1024x768.jpg']","['leaflet_images/34866/18262_1-1024x768.jpg', 'leaflet_images/34866/18262_2-1024x768.jpg']",2019 General Election,Labour Party,East Lothian,"Candidate, Other party/leader/candidate","Brexit/Europe, Economy, Education, Governance",,,
34869,https://www.openelections.co.uk/leaflets/34869/,['https://cdn.openelections.co.uk/uploads/2020/08/18263_1-724x1024.jpg'],['leaflet_images/34869/18263_1-724x1024.jpg'],2019 General Election,Labour Party,Welwyn Hatfield,"Candidate, Other party/leader/candidate","Brexit/Europe, Economy, Education, Environment, Health",,,
34872,https://www.openelections.co.uk/leaflets/34872/,"['https://cdn.openelections.co.uk/uploads/2020/08/18264_1-724x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18264_2-724x1024.jpg']","['leaflet_images/34872/18264_1-724x1024.jpg', 'leaflet_images/34872/18264_2-724x1024.jpg']",2019 General Election,Liberal Democrats,Welwyn Hatfield,"Other party/leader/candidate, Party leader","Brexit/Europe, Education, Environment, Health",,,
34875,https://www.openelections.co.uk/leaflets/34875/,"['https://cdn.openelections.co.uk/uploads/2020/08/18265_1-1024x768.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18265_2-1024x768.jpg']","['leaflet_images/34875/18265_1-1024x768.jpg', 'leaflet_images/34875/18265_2-1024x768.jpg']",2019 General Election,UK Independence Party,East Lothian,Candidate,"Brexit/Europe, Environment, Health, Immigration",,,
34877,https://www.openelections.co.uk/leaflets/34877/,['https://cdn.openelections.co.uk/uploads/2020/08/18266_1-768x1024.jpg'],['leaflet_images/34877/18266_1-768x1024.jpg'],2019 General Election,Conservative Party,East Lothian,"Candidate, Other party/leader/candidate, Tactical situation",Governance,,,
34883,https://www.openelections.co.uk/leaflets/34883/,"['https://cdn.openelections.co.uk/uploads/2020/08/18268_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18268_2-768x1024.jpg']","['leaflet_images/34883/18268_1-768x1024.jpg', 'leaflet_images/34883/18268_2-768x1024.jpg']",2019 General Election,Conservative Party,East Lothian,Other party/leader/candidate,Governance,,,
34886,https://www.openelections.co.uk/leaflets/34886/,"['https://cdn.openelections.co.uk/uploads/2020/08/18269_1-1024x768.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18269_2-1024x768.jpg']","['leaflet_images/34886/18269_1-1024x768.jpg', 'leaflet_images/34886/18269_2-1024x768.jpg']",2019 General Election,Conservative Party,East Lothian,"Other party/leader/candidate, Tactical situation",,,,
34894,https://www.openelections.co.uk/leaflets/34894/,"['https://cdn.openelections.co.uk/uploads/2020/08/18271_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18271_2-768x1024.jpg']","['leaflet_images/34894/18271_1-768x1024.jpg', 'leaflet_images/34894/18271_2-768x1024.jpg']",2019 General Election,Green Party,Maldon,Candidate,"Brexit/Europe, Economy, Environment, Health",,,
34897,https://www.openelections.co.uk/leaflets/34897/,"['https://cdn.openelections.co.uk/uploads/2020/08/18272_1-1024x768.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18272_2-1024x768.jpg']","['leaflet_images/34897/18272_1-1024x768.jpg', 'leaflet_images/34897/18272_2-1024x768.jpg']",2019 General Election,Liberal Democrats,Maldon,"Candidate, Other party/leader/candidate",,,,
34903,https://www.openelections.co.uk/leaflets/34903/,"['https://cdn.openelections.co.uk/uploads/2020/08/18274_1-1024x768.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18274_2-1024x768.jpg']","['leaflet_images/34903/18274_1-1024x768.jpg', 'leaflet_images/34903/18274_2-1024x768.jpg']",2019 General Election,Conservative Party,Maldon,Candidate,"Brexit/Europe, Economy, Education, Environment, Health",,,
34905,https://www.openelections.co.uk/leaflets/34905/,['https://cdn.openelections.co.uk/uploads/2020/08/18275_1-741x1024.jpg'],['leaflet_images/34905/18275_1-741x1024.jpg'],2019 General Election,Labour Party,Stoke-on-Trent Central,Other party/leader/candidate,Health,,,
34908,https://www.openelections.co.uk/leaflets/34908/,"['https://cdn.openelections.co.uk/uploads/2020/08/18278_1-1024x714.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18278_2-1024x714.jpg']","['leaflet_images/34908/18278_1-1024x714.jpg', 'leaflet_images/34908/18278_2-1024x714.jpg']",2019 General Election,Conservative Party,Central Ayrshire,Other party/leader/candidate,Governance,,,
34918,https://www.openelections.co.uk/leaflets/34918/,"['https://cdn.openelections.co.uk/uploads/2020/08/18280_1-724x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18280_2-724x1024.jpg']","['leaflet_images/34918/18280_1-724x1024.jpg', 'leaflet_images/34918/18280_2-724x1024.jpg']",2019 General Election,Labour Party,Calder Valley,"Candidate, Tactical situation","Economy, Environment, Health",,,
34923,https://www.openelections.co.uk/leaflets/34923/,"['https://cdn.openelections.co.uk/uploads/2020/08/18281_1-724x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18281_2-724x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18281_3-724x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18281_4-724x1024.jpg']","['leaflet_images/34923/18281_1-724x1024.jpg', 'leaflet_images/34923/18281_2-724x1024.jpg', 'leaflet_images/34923/18281_3-724x1024.jpg', 'leaflet_images/34923/18281_4-724x1024.jpg']",2019 General Election,Labour Party,Calder Valley,"Candidate, Other party/leader/candidate, Tactical situation","Brexit/Europe, Economy, Environment, Health",,,
34926,https://www.openelections.co.uk/leaflets/34926/,['https://cdn.openelections.co.uk/uploads/2020/08/18282_1.jpg'],['leaflet_images/34926/18282_1.jpg'],2019 General Election,Brexit/Reform Party,Bolton North East,Candidate,"Brexit/Europe, Economy, Education, Health, Social welfare",,,
34933,https://www.openelections.co.uk/leaflets/34933/,"['https://cdn.openelections.co.uk/uploads/2020/08/18284_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18284_2-768x1024.jpg']","['leaflet_images/34933/18284_1-768x1024.jpg', 'leaflet_images/34933/18284_2-768x1024.jpg']",2019 General Election,Conservative Party,Rushcliffe,Candidate,"Economy, Education, Environment, Health",,,
34936,https://www.openelections.co.uk/leaflets/34936/,['https://cdn.openelections.co.uk/uploads/2020/08/18285_1-scaled-e1632923152578-1024x768.jpg'],['leaflet_images/34936/18285_1-scaled-e1632923152578-1024x768.jpg'],2019 General Election,UK Independence Party,Rushcliffe,Candidate,"Brexit/Europe, Economy, Environment, Health, Immigration",,,
34943,https://www.openelections.co.uk/leaflets/34943/,"['https://cdn.openelections.co.uk/uploads/2020/08/18287_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18287_2-768x1024.jpg']","['leaflet_images/34943/18287_1-768x1024.jpg', 'leaflet_images/34943/18287_2-768x1024.jpg']",2019 General Election,Labour Party,Erewash,"Candidate, Other party/leader/candidate",Education,,,
34946,https://www.openelections.co.uk/leaflets/34946/,"['https://cdn.openelections.co.uk/uploads/2020/08/18288_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18288_2-768x1024.jpg']","['leaflet_images/34946/18288_1-768x1024.jpg', 'leaflet_images/34946/18288_2-768x1024.jpg']",2019 General Election,Liberal Democrats,Sheffield Hallam,"Candidate, Other party/leader/candidate, Tactical situation","Education, Environment, Health",,,
34950,https://www.openelections.co.uk/leaflets/34950/,"['https://cdn.openelections.co.uk/uploads/2020/08/18289_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18289_2-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18289_3-768x1024.jpg']","['leaflet_images/34950/18289_1-768x1024.jpg', 'leaflet_images/34950/18289_2-768x1024.jpg', 'leaflet_images/34950/18289_3-768x1024.jpg']",2019 General Election,Liberal Democrats,Sheffield Hallam,"Candidate, Other party/leader/candidate, Party leader","Brexit/Europe, Economy, Education, Environment, Health",,,
34953,https://www.openelections.co.uk/leaflets/34953/,"['https://cdn.openelections.co.uk/uploads/2020/08/18290_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18290_2-768x1024.jpg']","['leaflet_images/34953/18290_1-768x1024.jpg', 'leaflet_images/34953/18290_2-768x1024.jpg']",2019 General Election,Liberal Democrats,Rushcliffe,"Candidate, Other party/leader/candidate","Brexit/Europe, Education, Environment, Health",,,
34955,https://www.openelections.co.uk/leaflets/34955/,['https://cdn.openelections.co.uk/uploads/2020/08/18291_1-768x1024.jpg'],['leaflet_images/34955/18291_1-768x1024.jpg'],2019 General Election,Liberal Democrats,Rushcliffe,Other party/leader/candidate,Health,,,
34958,https://www.openelections.co.uk/leaflets/34958/,"['https://cdn.openelections.co.uk/uploads/2020/08/18292_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18292_2-768x1024.jpg']","['leaflet_images/34958/18292_1-768x1024.jpg', 'leaflet_images/34958/18292_2-768x1024.jpg']",2019 General Election,Liberal Democrats,Rushcliffe,Other party/leader/candidate,Health,,,
34963,https://www.openelections.co.uk/leaflets/34963/,['https://cdn.openelections.co.uk/uploads/2020/08/18294_1-scaled-e1632923087201-1024x768.jpg'],['leaflet_images/34963/18294_1-scaled-e1632923087201-1024x768.jpg'],2019 General Election,Liberal Democrats,Rushcliffe,Other party/leader/candidate,Health,,,
34966,https://www.openelections.co.uk/leaflets/34966/,"['https://cdn.openelections.co.uk/uploads/2020/08/18295_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18295_2-768x1024.jpg']","['leaflet_images/34966/18295_1-768x1024.jpg', 'leaflet_images/34966/18295_2-768x1024.jpg']",2019 General Election,Labour Party,Rushcliffe,"Candidate, Other party/leader/candidate, Tactical situation",Brexit/Europe,,,
34969,https://www.openelections.co.uk/leaflets/34969/,"['https://cdn.openelections.co.uk/uploads/2020/08/18296_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18296_2-768x1024.jpg']","['leaflet_images/34969/18296_1-768x1024.jpg', 'leaflet_images/34969/18296_2-768x1024.jpg']",2019 General Election,Labour Party,Rushcliffe,"Candidate, Other party/leader/candidate, Tactical situation","Brexit/Europe, Education, Environment, Health, Social welfare",,,
34976,https://www.openelections.co.uk/leaflets/34976/,"['https://cdn.openelections.co.uk/uploads/2020/08/18298_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18298_2-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18298_3-768x1024.jpg']","['leaflet_images/34976/18298_1-768x1024.jpg', 'leaflet_images/34976/18298_2-768x1024.jpg', 'leaflet_images/34976/18298_3-768x1024.jpg']",2019 General Election,Liberal Democrats,Rushcliffe,"Other party/leader/candidate, Party leader","Brexit/Europe, Economy, Education, Environment, Health",,,
34979,https://www.openelections.co.uk/leaflets/34979/,"['https://cdn.openelections.co.uk/uploads/2020/08/18299_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18299_2-768x1024.jpg']","['leaflet_images/34979/18299_1-768x1024.jpg', 'leaflet_images/34979/18299_2-768x1024.jpg']",2019 General Election,Labour Party,Nottingham North,Candidate,"Economy, Environment, Health, Social welfare",,,
34983,https://www.openelections.co.uk/leaflets/34983/,"['https://cdn.openelections.co.uk/uploads/2020/08/18300_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18300_2-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18300_3-768x1024.jpg']","['leaflet_images/34983/18300_1-768x1024.jpg', 'leaflet_images/34983/18300_2-768x1024.jpg', 'leaflet_images/34983/18300_3-768x1024.jpg']",2019 General Election,Brexit/Reform Party,Nottingham North,"Candidate, Other party/leader/candidate, Party leader, Tactical situation","Brexit/Europe, Economy, Governance, Health, Immigration",,,
34987,https://www.openelections.co.uk/leaflets/34987/,"['https://cdn.openelections.co.uk/uploads/2020/08/18301_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18301_2-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18301_3-768x1024.jpg']","['leaflet_images/34987/18301_1-768x1024.jpg', 'leaflet_images/34987/18301_2-768x1024.jpg', 'leaflet_images/34987/18301_3-768x1024.jpg']",2019 General Election,Liberal Democrats,Nottingham North,"Candidate, Other party/leader/candidate, Party leader","Brexit/Europe, Economy, Education, Environment, Health, Social welfare",,,
34999,https://www.openelections.co.uk/leaflets/34999/,"['https://cdn.openelections.co.uk/uploads/2020/08/18305_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18305_2-768x1024.jpg']","['leaflet_images/34999/18305_1-768x1024.jpg', 'leaflet_images/34999/18305_2-768x1024.jpg']",2019 General Election,Brexit/Reform Party,Newcastle upon Tyne Central,"Other party/leader/candidate, Party leader, Tactical situation","Brexit/Europe, Economy, Health, Immigration",,,
35006,https://www.openelections.co.uk/leaflets/35006/,"['https://cdn.openelections.co.uk/uploads/2020/08/18307_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18307_2-768x1024.jpg']","['leaflet_images/35006/18307_1-768x1024.jpg', 'leaflet_images/35006/18307_2-768x1024.jpg']",2019 General Election,Conservative Party,Newcastle upon Tyne Central,"Candidate, Other party/leader/candidate","Brexit/Europe, Economy, Education, Environment, Health",,,
35010,https://www.openelections.co.uk/leaflets/35010/,"['https://cdn.openelections.co.uk/uploads/2020/08/18308_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18308_2-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18308_3-768x1024.jpg']","['leaflet_images/35010/18308_1-768x1024.jpg', 'leaflet_images/35010/18308_2-768x1024.jpg', 'leaflet_images/35010/18308_3-768x1024.jpg']",2019 General Election,Labour Party,Newcastle upon Tyne Central,"Candidate, Other party/leader/candidate","Brexit/Europe, Economy, Environment, Health",,,
35013,https://www.openelections.co.uk/leaflets/35013/,"['https://cdn.openelections.co.uk/uploads/2020/08/18309_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18309_2-768x1024.jpg']","['leaflet_images/35013/18309_1-768x1024.jpg', 'leaflet_images/35013/18309_2-768x1024.jpg']",2019 General Election,Green Party,Newcastle upon Tyne Central,Candidate,Environment,,,
35016,https://www.openelections.co.uk/leaflets/35016/,"['https://cdn.openelections.co.uk/uploads/2020/08/18310_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18310_2-768x1024.jpg']","['leaflet_images/35016/18310_1-768x1024.jpg', 'leaflet_images/35016/18310_2-768x1024.jpg']",2019 General Election,Labour Party,Newcastle upon Tyne Central,,"Brexit/Europe, Economy, Education, Environment, Health",,,
35489,https://www.openelections.co.uk/leaflets/35489/,[],[],2019 General Election,Labour Party,York Outer,"Candidate, Tactical situation","Economy, Education, Environment, Health",,,
35497,https://www.openelections.co.uk/leaflets/35497/,[],[],2019 General Election,Conservative Party,York Outer,,"Brexit/Europe, Economy, Education, Health",,,
35501,https://www.openelections.co.uk/leaflets/35501/,[],[],2019 General Election,Labour Party,York Outer,Candidate,"Brexit/Europe, Economy, Education, Environment, Health",,,
35505,https://www.openelections.co.uk/leaflets/35505/,[],[],2019 General Election,Liberal Democrats,York Outer,"Candidate, Other party/leader/candidate, Tactical situation",,,,
35509,https://www.openelections.co.uk/leaflets/35509/,[],[],2019 General Election,Liberal Democrats,York Outer,"Other party/leader/candidate, Party leader","Economy, Education, Environment, Health",,,
35531,https://www.openelections.co.uk/leaflets/35531/,['https://cdn.openelections.co.uk/uploads/2020/12/18316_1.jpeg'],['leaflet_images/35531/18316_1.jpeg'],2019 General Election,Conservative Party,St Austell and Newquay,"Candidate, Party leader","Brexit/Europe, Economy, Education, Environment, Health",,,
35532,https://www.openelections.co.uk/leaflets/35532/,['https://cdn.openelections.co.uk/uploads/2020/12/18319_1.jpeg'],['leaflet_images/35532/18319_1.jpeg'],2019 General Election,Labour Party,St Austell and Newquay,"Candidate, Other party/leader/candidate, Tactical situation","Education, Environment, Health, Social welfare",,,
35533,https://www.openelections.co.uk/leaflets/35533/,['https://cdn.openelections.co.uk/uploads/2020/12/18320_1.jpeg'],['leaflet_images/35533/18320_1.jpeg'],2019 General Election,Liberal Democrats,St Austell and Newquay,Candidate,"Brexit/Europe, Economy, Environment",,,
35534,https://www.openelections.co.uk/leaflets/35534/,['https://cdn.openelections.co.uk/uploads/2020/12/18321_1.jpeg'],['leaflet_images/35534/18321_1.jpeg'],2019 General Election,Labour Party,St Austell and Newquay,"Candidate, Tactical situation",,,,
35537,https://www.openelections.co.uk/leaflets/35537/,"['https://cdn.openelections.co.uk/uploads/2020/12/18324_1-2-rotated.jpg', 'https://cdn.openelections.co.uk/uploads/2020/12/18324_2-rotated.jpg']","['leaflet_images/35537/18324_1-2-rotated.jpg', 'leaflet_images/35537/18324_2-rotated.jpg']",2019 General Election,Labour Party,Broxtowe,,"Economy, Education, Health",,,
35546,https://www.openelections.co.uk/leaflets/35546/,"['https://cdn.openelections.co.uk/uploads/2020/12/18329_1-2-rotated.jpg', 'https://cdn.openelections.co.uk/uploads/2020/12/18329_2-rotated.jpg']","['leaflet_images/35546/18329_1-2-rotated.jpg', 'leaflet_images/35546/18329_2-rotated.jpg']",2019 General Election,Labour Party,Glasgow North,Candidate,"Brexit/Europe, Economy, Environment, Governance, Health, Social welfare",,,
35549,https://www.openelections.co.uk/leaflets/35549/,"['https://cdn.openelections.co.uk/uploads/2020/12/18330_1-2.jpg', 'https://cdn.openelections.co.uk/uploads/2020/12/18330_2-2.jpg']","['leaflet_images/35549/18330_1-2.jpg', 'leaflet_images/35549/18330_2-2.jpg']",2019 General Election,Labour Party,Glasgow North,"Candidate, Other party/leader/candidate","Brexit/Europe, Economy, Environment, Governance, Health, Social welfare",,,
