leaflet_ID,URL,image_urls,local_images,Election:,Party:,Constituency:,Mentions:,Issues Covered:,Unnamed: 8,Unnamed: 9,Unnamed: 10
34240,https://www.openelections.co.uk/leaflets/34240/,"['https://cdn.openelections.co.uk/uploads/2020/08/18053_1-742x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18053_2-742x1024.jpg']","['leaflet_images/34240/18053_1-742x1024.jpg', 'leaflet_images/34240/18053_2-742x1024.jpg']",2019 General Election,Labour Party,Southampton Test,"Candidate, Other party/leader/candidate","Brexit/Europe, Economy, Education, Environment, Health",,,
34252,https://www.openelections.co.uk/leaflets/34252/,['https://cdn.openelections.co.uk/uploads/2020/08/18060_1-1024x724.jpg'],['leaflet_images/34252/18060_1-1024x724.jpg'],2019 General Election,Labour Party,Broxtowe,"Other party/leader/candidate, Tactical situation","Brexit/Europe, Economy, Education, Environment",,,
34262,https://www.openelections.co.uk/leaflets/34262/,"['https://cdn.openelections.co.uk/uploads/2020/08/18062_1-485x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18062_2-485x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18062_3-485x1024.jpg']","['leaflet_images/34262/18062_1-485x1024.jpg', 'leaflet_images/34262/18062_2-485x1024.jpg', 'leaflet_images/34262/18062_3-485x1024.jpg']",2019 General Election,Liberal Democrats,Glasgow Central,"Candidate, Other party/leader/candidate, Party leader, Tactical situation","Brexit/Europe, Economy, Education, Environment, Governance, Health",,,
34271,https://www.openelections.co.uk/leaflets/34271/,['https://cdn.openelections.co.uk/uploads/2020/08/18067_1.jpg'],['leaflet_images/34271/18067_1.jpg'],2019 General Election,Brexit/Reform Party,Mitcham and Morden,Candidate,"Brexit/Europe, Health",,,
34290,https://www.openelections.co.uk/leaflets/34290/,"['https://cdn.openelections.co.uk/uploads/2020/08/18074_1-576x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18074_2-576x1024.jpg']","['leaflet_images/34290/18074_1-576x1024.jpg', 'leaflet_images/34290/18074_2-576x1024.jpg']",2019 General Election,Scottish National Party,Edinburgh East,"Candidate, Other party/leader/candidate","Brexit/Europe, Economy, Environment",,,
34301,https://www.openelections.co.uk/leaflets/34301/,"['https://cdn.openelections.co.uk/uploads/2020/08/18077_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18077_2-768x1024.jpg']","['leaflet_images/34301/18077_1-768x1024.jpg', 'leaflet_images/34301/18077_2-768x1024.jpg']",2019 General Election,Labour Party,Walthamstow,Candidate,"Brexit/Europe, Education, Environment, Health",,,
34320,https://www.openelections.co.uk/leaflets/34320/,"['https://cdn.openelections.co.uk/uploads/2020/08/18084_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18084_2-768x1024.jpg']","['leaflet_images/34320/18084_1-768x1024.jpg', 'leaflet_images/34320/18084_2-768x1024.jpg']",2019 General Election,Conservative Party,Sheffield South East,"Candidate, Party leader","Brexit/Europe, Economy, Education, Health",,,
34331,https://www.openelections.co.uk/leaflets/34331/,"['https://cdn.openelections.co.uk/uploads/2020/08/18087_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18087_2-768x1024.jpg']","['leaflet_images/34331/18087_1-768x1024.jpg', 'leaflet_images/34331/18087_2-768x1024.jpg']",2019 General Election,Labour Party,Sheffield South East,"Candidate, Other party/leader/candidate","Brexit/Europe, Economy, Education, Environment, Health, Social welfare",,,
34351,https://www.openelections.co.uk/leaflets/34351/,"['https://cdn.openelections.co.uk/uploads/2020/08/18094_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18094_2-768x1024.jpg']","['leaflet_images/34351/18094_1-768x1024.jpg', 'leaflet_images/34351/18094_2-768x1024.jpg']",2019 General Election,Liberal Democrats,Derbyshire Dales,Candidate,Environment,,,
34362,https://www.openelections.co.uk/leaflets/34362/,['https://cdn.openelections.co.uk/uploads/2020/08/18097_1-1024x721.jpg'],['leaflet_images/34362/18097_1-1024x721.jpg'],2019 General Election,Conservative Party,Bishop Auckland,Other party/leader/candidate,"Brexit/Europe, Economy, Education, Health",,,
34382,https://www.openelections.co.uk/leaflets/34382/,['https://cdn.openelections.co.uk/uploads/2020/08/18104_1-768x1024.jpg'],['leaflet_images/34382/18104_1-768x1024.jpg'],2019 General Election,Conservative Party,Carlisle,"Candidate, Other party/leader/candidate","Economy, Education, Governance, Health",,,
34393,https://www.openelections.co.uk/leaflets/34393/,['https://cdn.openelections.co.uk/uploads/2020/08/18107_1-576x1024.jpg'],['leaflet_images/34393/18107_1-576x1024.jpg'],2019 General Election,Labour Party,Warwick and Leamington,Candidate,"Brexit/Europe, Economy, Education, Environment, Governance, Health",,,
34416,https://www.openelections.co.uk/leaflets/34416/,"['https://cdn.openelections.co.uk/uploads/2020/08/18115_1-576x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18115_2-576x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18115_3-576x1024.jpg']","['leaflet_images/34416/18115_1-576x1024.jpg', 'leaflet_images/34416/18115_2-576x1024.jpg', 'leaflet_images/34416/18115_3-576x1024.jpg']",2019 General Election,Brexit/Reform Party,Warwick and Leamington,"Other party/leader/candidate, Party leader, Tactical situation","Brexit/Europe, Economy, Governance, Health, Immigration",,,
34422,https://www.openelections.co.uk/leaflets/34422/,"['https://cdn.openelections.co.uk/uploads/2020/08/18117_1-1024x480.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18117_2-1024x480.jpg']","['leaflet_images/34422/18117_1-1024x480.jpg', 'leaflet_images/34422/18117_2-1024x480.jpg']",2019 General Election,Conservative Party,Central Ayrshire,"Candidate, Other party/leader/candidate, Tactical situation",Governance,,,
34440,https://www.openelections.co.uk/leaflets/34440/,['https://cdn.openelections.co.uk/uploads/2020/08/18123_1-1024x642.jpg'],['leaflet_images/34440/18123_1-1024x642.jpg'],2019 General Election,Scottish National Party,Central Ayrshire,Other party/leader/candidate,"Economy, Health, Social welfare",,,
34452,https://www.openelections.co.uk/leaflets/34452/,['https://cdn.openelections.co.uk/uploads/2020/08/18127_1-719x1024.jpg'],['leaflet_images/34452/18127_1-719x1024.jpg'],2019 General Election,Conservative Party,Newport West,"Other party/leader/candidate, Party leader","Brexit/Europe, Economy, Education, Health",,,
34462,https://www.openelections.co.uk/leaflets/34462/,['https://cdn.openelections.co.uk/uploads/2020/08/18130_1-673x1024.jpg'],['leaflet_images/34462/18130_1-673x1024.jpg'],2019 General Election,Brexit/Reform Party,Wirral South,"Other party/leader/candidate, Party leader, Tactical situation","Brexit/Europe, Economy, Governance, Health, Immigration",,,
34472,https://www.openelections.co.uk/leaflets/34472/,"['https://cdn.openelections.co.uk/uploads/2020/08/18133_1-1024x768.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18133_2-1024x768.jpg']","['leaflet_images/34472/18133_1-1024x768.jpg', 'leaflet_images/34472/18133_2-1024x768.jpg']",2019 General Election,Labour Party,Maldon,"Candidate, Other party/leader/candidate","Brexit/Europe, Economy, Education, Environment, Health",,,
34491,https://www.openelections.co.uk/leaflets/34491/,['https://cdn.openelections.co.uk/uploads/2020/08/18139_1.jpg'],['leaflet_images/34491/18139_1.jpg'],2019 General Election,Green Party,Milton Keynes North,Candidate,"Brexit/Europe, Environment",,,
34500,https://www.openelections.co.uk/leaflets/34500/,['https://cdn.openelections.co.uk/uploads/2020/08/18141_1.jpg'],['leaflet_images/34500/18141_1.jpg'],2019 General Election,Green Party,South West Bedfordshire,Candidate,"Brexit/Europe, Economy, Education, Environment, Governance, Health",,,
34522,https://www.openelections.co.uk/leaflets/34522/,['https://cdn.openelections.co.uk/uploads/2020/08/18146_1-1024x480.jpg'],['leaflet_images/34522/18146_1-1024x480.jpg'],2019 General Election,Labour Party,Newport West,Tactical situation,,,,
34540,https://www.openelections.co.uk/leaflets/34540/,"['https://cdn.openelections.co.uk/uploads/2020/08/18150_1-1024x733.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18150_2-1024x733.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18150_3-1024x733.jpg']","['leaflet_images/34540/18150_1-1024x733.jpg', 'leaflet_images/34540/18150_2-1024x733.jpg', 'leaflet_images/34540/18150_3-1024x733.jpg']",2019 General Election,Liberal Democrats,North East Fife,"Other party/leader/candidate, Party leader","Brexit/Europe, Education, Environment, Governance, Health",,,
34562,https://www.openelections.co.uk/leaflets/34562/,"['https://cdn.openelections.co.uk/uploads/2020/08/18158_1-1024x713.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18158_2-1024x713.jpg']","['leaflet_images/34562/18158_1-1024x713.jpg', 'leaflet_images/34562/18158_2-1024x713.jpg']",2019 General Election,Liberal Democrats,Brecon and Radnorshire,,,,,
34570,https://www.openelections.co.uk/leaflets/34570/,['https://cdn.openelections.co.uk/uploads/2020/08/18161_1-726x1024.jpg'],['leaflet_images/34570/18161_1-726x1024.jpg'],2019 General Election,Green Party,Edinburgh South,,"Brexit/Europe, Economy, Environment",,,
34581,https://www.openelections.co.uk/leaflets/34581/,['https://cdn.openelections.co.uk/uploads/2020/08/18164_1-730x1024.jpg'],['leaflet_images/34581/18164_1-730x1024.jpg'],2019 General Election,Labour Party,Stoke-on-Trent Central,"Candidate, Other party/leader/candidate","Brexit/Europe, Economy, Social welfare",,,
34590,https://www.openelections.co.uk/leaflets/34590/,['https://cdn.openelections.co.uk/uploads/2020/08/18167_1-1024x715.jpg'],['leaflet_images/34590/18167_1-1024x715.jpg'],2019 General Election,Liberal Democrats,Cambridge,,,,,
34602,https://www.openelections.co.uk/leaflets/34602/,['https://cdn.openelections.co.uk/uploads/2020/08/18170_1-725x1024.jpg'],['leaflet_images/34602/18170_1-725x1024.jpg'],2019 General Election,Liberal Democrats,Cambridge,Other party/leader/candidate,Brexit/Europe,,,
34611,https://www.openelections.co.uk/leaflets/34611/,"['https://cdn.openelections.co.uk/uploads/2020/08/18173_1-719x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18173_2-719x1024.jpg']","['leaflet_images/34611/18173_1-719x1024.jpg', 'leaflet_images/34611/18173_2-719x1024.jpg']",2019 General Election,Liberal Democrats,Ealing Southall,Candidate,"Brexit/Europe, Environment, Health",,,
34620,https://www.openelections.co.uk/leaflets/34620/,['https://cdn.openelections.co.uk/uploads/2020/08/18177_1-829x1024.jpg'],['leaflet_images/34620/18177_1-829x1024.jpg'],2019 General Election,Conservative Party,Normanton Pontefract and Castleford,"Candidate, Other party/leader/candidate, Party leader","Brexit/Europe, Economy, Education, Health",,,
34631,https://www.openelections.co.uk/leaflets/34631/,['https://cdn.openelections.co.uk/uploads/2020/08/18181_1-1024x576.jpg'],['leaflet_images/34631/18181_1-1024x576.jpg'],2019 General Election,Liberal Democrats,Hazel Grove,"Candidate, Tactical situation",,,,
34641,https://www.openelections.co.uk/leaflets/34641/,"['https://cdn.openelections.co.uk/uploads/2020/08/18183_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18183_2-768x1024.jpg']","['leaflet_images/34641/18183_1-768x1024.jpg', 'leaflet_images/34641/18183_2-768x1024.jpg']",2019 General Election,Labour Party,Leyton and Wanstead,Candidate,"Brexit/Europe, Economy, Education, Environment, Health, Social welfare",,,
34650,https://www.openelections.co.uk/leaflets/34650/,['https://cdn.openelections.co.uk/uploads/2020/08/18186_1.jpg'],['leaflet_images/34650/18186_1.jpg'],2019 General Election,Conservative Party,Plymouth Sutton and Devonport,"Candidate, Other party/leader/candidate, Party leader","Brexit/Europe, Economy, Education, Governance, Health",,,
34662,https://www.openelections.co.uk/leaflets/34662/,"['https://cdn.openelections.co.uk/uploads/2020/08/18190_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18190_2-768x1024.jpg']","['leaflet_images/34662/18190_1-768x1024.jpg', 'leaflet_images/34662/18190_2-768x1024.jpg']",2019 General Election,Labour Party,Broxtowe,"Candidate, Other party/leader/candidate","Brexit/Europe, Economy, Education, Environment, Health, Social welfare",,,
34683,https://www.openelections.co.uk/leaflets/34683/,['https://cdn.openelections.co.uk/uploads/2020/08/18196_1-681x1024.jpg'],['leaflet_images/34683/18196_1-681x1024.jpg'],2019 General Election,Labour Party,Cambridge,"Candidate, Other party/leader/candidate","Brexit/Europe, Education, Environment, Health",,,
34702,https://www.openelections.co.uk/leaflets/34702/,"['https://cdn.openelections.co.uk/uploads/2020/08/18202_1-576x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18202_2-576x1024.jpg']","['leaflet_images/34702/18202_1-576x1024.jpg', 'leaflet_images/34702/18202_2-576x1024.jpg']",2019 General Election,Labour Party,Louth and Horncastle,Candidate,"Economy, Education, Environment, Health, Social welfare",,,
34713,https://www.openelections.co.uk/leaflets/34713/,"['https://cdn.openelections.co.uk/uploads/2020/08/18206_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18206_2-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18206_3-768x1024.jpg']","['leaflet_images/34713/18206_1-768x1024.jpg', 'leaflet_images/34713/18206_2-768x1024.jpg', 'leaflet_images/34713/18206_3-768x1024.jpg']",2019 General Election,Labour Party,Beaconsfield,"Candidate, Other party/leader/candidate","Economy, Education, Environment, Health",,,
34721,https://www.openelections.co.uk/leaflets/34721/,['https://cdn.openelections.co.uk/uploads/2020/08/18209_1-768x1024.jpg'],['leaflet_images/34721/18209_1-768x1024.jpg'],2019 General Election,Conservative Party,Beaconsfield,,"Brexit/Europe, Economy, Education, Health",,,
34731,https://www.openelections.co.uk/leaflets/34731/,"['https://cdn.openelections.co.uk/uploads/2020/08/18215_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18215_2-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18215_3-768x1024.jpg']","['leaflet_images/34731/18215_1-768x1024.jpg', 'leaflet_images/34731/18215_2-768x1024.jpg', 'leaflet_images/34731/18215_3-768x1024.jpg']",2019 General Election,Brexit/Reform Party,Gedling,"Candidate, Other party/leader/candidate","Brexit/Europe, Economy, Education, Health",,,
34740,https://www.openelections.co.uk/leaflets/34740/,['https://cdn.openelections.co.uk/uploads/2020/08/18218_1-scaled-e1632758939600-1024x768.jpg'],['leaflet_images/34740/18218_1-scaled-e1632758939600-1024x768.jpg'],2019 General Election,Labour Party,Rochester and Strood,,,,,
34750,https://www.openelections.co.uk/leaflets/34750/,['https://cdn.openelections.co.uk/uploads/2020/08/18224_1-770x1024.jpg'],['leaflet_images/34750/18224_1-770x1024.jpg'],2019 General Election,Brexit/Reform Party,West Ham,"Other party/leader/candidate, Party leader, Tactical situation","Brexit/Europe, Economy, Governance, Health, Immigration",,,
34760,https://www.openelections.co.uk/leaflets/34760/,['https://cdn.openelections.co.uk/uploads/2020/08/18227_1-1024x724.jpg'],['leaflet_images/34760/18227_1-1024x724.jpg'],2019 General Election,Green Party,West Ham,Candidate,"Brexit/Europe, Economy, Environment",,,
34775,https://www.openelections.co.uk/leaflets/34775/,"['https://cdn.openelections.co.uk/uploads/2020/08/18233_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18233_2-768x1024.jpg']","['leaflet_images/34775/18233_1-768x1024.jpg', 'leaflet_images/34775/18233_2-768x1024.jpg']",2019 General Election,Conservative Party,Holborn and St Pancras,"Candidate, Party leader","Brexit/Europe, Economy, Education, Environment, Health",,,
34782,https://www.openelections.co.uk/leaflets/34782/,"['https://cdn.openelections.co.uk/uploads/2020/08/18235_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18235_2-768x1024.jpg']","['leaflet_images/34782/18235_1-768x1024.jpg', 'leaflet_images/34782/18235_2-768x1024.jpg']",2019 General Election,Liberal Democrats,Holborn and St Pancras,"Candidate, Other party/leader/candidate, Party leader","Brexit/Europe, Economy, Education, Environment",,,
34791,https://www.openelections.co.uk/leaflets/34791/,['https://cdn.openelections.co.uk/uploads/2020/08/18237_1.jpg'],['leaflet_images/34791/18237_1.jpg'],2019 General Election,Conservative Party,Devizes,"Candidate, Other party/leader/candidate","Brexit/Europe, Economy, Education, Health",,,
34812,https://www.openelections.co.uk/leaflets/34812/,"['https://cdn.openelections.co.uk/uploads/2020/08/18243_1-1024x683.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18243_2-1024x683.jpg']","['leaflet_images/34812/18243_1-1024x683.jpg', 'leaflet_images/34812/18243_2-1024x683.jpg']",2019 General Election,Labour Party,Kingston upon Hull North,"Candidate, Other party/leader/candidate","Environment, Health",,,
34821,https://www.openelections.co.uk/leaflets/34821/,['https://cdn.openelections.co.uk/uploads/2020/08/18249_1-1024x768.jpg'],['leaflet_images/34821/18249_1-1024x768.jpg'],2019 General Election,Liberal Democrats,East Lothian,"Candidate, Party leader","Brexit/Europe, Education, Environment, Governance, Health",,,
34830,https://www.openelections.co.uk/leaflets/34830/,"['https://cdn.openelections.co.uk/uploads/2020/08/18252_1-1024x768.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18252_2-1024x768.jpg']","['leaflet_images/34830/18252_1-1024x768.jpg', 'leaflet_images/34830/18252_2-1024x768.jpg']",2019 General Election,Conservative Party,East Lothian,Other party/leader/candidate,Governance,,,
34840,https://www.openelections.co.uk/leaflets/34840/,"['https://cdn.openelections.co.uk/uploads/2020/08/18254_1-719x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18254_2-719x1024.jpg']","['leaflet_images/34840/18254_1-719x1024.jpg', 'leaflet_images/34840/18254_2-719x1024.jpg']",2019 General Election,Labour Party,Reading West,"Candidate, Other party/leader/candidate, Tactical situation","Brexit/Europe, Education, Environment, Health",,,
34851,https://www.openelections.co.uk/leaflets/34851/,"['https://cdn.openelections.co.uk/uploads/2020/08/18257_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18257_2-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18257_3-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18257_4-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18257_5-768x1024.jpg']","['leaflet_images/34851/18257_1-768x1024.jpg', 'leaflet_images/34851/18257_2-768x1024.jpg', 'leaflet_images/34851/18257_3-768x1024.jpg', 'leaflet_images/34851/18257_4-768x1024.jpg', 'leaflet_images/34851/18257_5-768x1024.jpg']",2019 General Election,Liberal Democrats,East Lothian,"Candidate, Other party/leader/candidate, Party leader, Tactical situation","Brexit/Europe, Economy, Education, Environment, Governance, Health",,,
34861,https://www.openelections.co.uk/leaflets/34861/,"['https://cdn.openelections.co.uk/uploads/2020/08/18260_1-1024x768.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18260_2-1024x768.jpg']","['leaflet_images/34861/18260_1-1024x768.jpg', 'leaflet_images/34861/18260_2-1024x768.jpg']",2019 General Election,Labour Party,East Lothian,"Candidate, Other party/leader/candidate","Brexit/Europe, Economy, Governance, Social welfare",,,
34880,https://www.openelections.co.uk/leaflets/34880/,"['https://cdn.openelections.co.uk/uploads/2020/08/18267_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18267_2-768x1024.jpg']","['leaflet_images/34880/18267_1-768x1024.jpg', 'leaflet_images/34880/18267_2-768x1024.jpg']",2019 General Election,Conservative Party,East Lothian,Other party/leader/candidate,Governance,,,
34891,https://www.openelections.co.uk/leaflets/34891/,"['https://cdn.openelections.co.uk/uploads/2020/08/18270_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18270_2-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18270_3-768x1024.jpg']","['leaflet_images/34891/18270_1-768x1024.jpg', 'leaflet_images/34891/18270_2-768x1024.jpg', 'leaflet_images/34891/18270_3-768x1024.jpg']",2019 General Election,Conservative Party,East Lothian,"Candidate, Other party/leader/candidate, Tactical situation",,,,
34900,https://www.openelections.co.uk/leaflets/34900/,"['https://cdn.openelections.co.uk/uploads/2020/08/18273_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18273_2-768x1024.jpg']","['leaflet_images/34900/18273_1-768x1024.jpg', 'leaflet_images/34900/18273_2-768x1024.jpg']",2019 General Election,Conservative Party,Maldon,"Candidate, Other party/leader/candidate, Party leader","Brexit/Europe, Economy, Education, Health",,,
34915,https://www.openelections.co.uk/leaflets/34915/,"['https://cdn.openelections.co.uk/uploads/2020/08/18279_1-724x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18279_2-724x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18279_3-724x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18279_4-724x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18279_5-724x1024.jpg']","['leaflet_images/34915/18279_1-724x1024.jpg', 'leaflet_images/34915/18279_2-724x1024.jpg', 'leaflet_images/34915/18279_3-724x1024.jpg', 'leaflet_images/34915/18279_4-724x1024.jpg', 'leaflet_images/34915/18279_5-724x1024.jpg']",2019 General Election,Liberal Democrats,Calder Valley,"Candidate, Other party/leader/candidate, Party leader","Brexit/Europe, Economy, Education, Environment, Health",,,
34930,https://www.openelections.co.uk/leaflets/34930/,"['https://cdn.openelections.co.uk/uploads/2020/08/18283_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18283_2-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18283_3-768x1024.jpg']","['leaflet_images/34930/18283_1-768x1024.jpg', 'leaflet_images/34930/18283_2-768x1024.jpg', 'leaflet_images/34930/18283_3-768x1024.jpg']",2019 General Election,Labour Party,Gedling,"Candidate, Other party/leader/candidate","Economy, Education, Health",,,
34940,https://www.openelections.co.uk/leaflets/34940/,['https://cdn.openelections.co.uk/uploads/2020/08/18286_1-scaled-e1632920722730-1024x768.jpg'],['leaflet_images/34940/18286_1-scaled-e1632920722730-1024x768.jpg'],2019 General Election,Conservative Party,Rushcliffe,"Candidate, Other party/leader/candidate, Party leader","Economy, Education, Environment, Health",,,
34960,https://www.openelections.co.uk/leaflets/34960/,['https://cdn.openelections.co.uk/uploads/2020/08/18293_1-768x1024.jpg'],['leaflet_images/34960/18293_1-768x1024.jpg'],2019 General Election,Liberal Democrats,Rushcliffe,Tactical situation,,,,
34972,https://www.openelections.co.uk/leaflets/34972/,"['https://cdn.openelections.co.uk/uploads/2020/08/18297_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18297_2-768x1024.jpg']","['leaflet_images/34972/18297_1-768x1024.jpg', 'leaflet_images/34972/18297_2-768x1024.jpg']",2019 General Election,Conservative Party,Rushcliffe,"Candidate, Other party/leader/candidate","Economy, Education, Environment, Governance, Health",,,
34993,https://www.openelections.co.uk/leaflets/34993/,"['https://cdn.openelections.co.uk/uploads/2020/08/18303_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18303_2-768x1024.jpg']","['leaflet_images/34993/18303_1-768x1024.jpg', 'leaflet_images/34993/18303_2-768x1024.jpg']",2019 General Election,Labour Party,Nottingham North,"Candidate, Other party/leader/candidate","Economy, Education, Health",,,
35003,https://www.openelections.co.uk/leaflets/35003/,"['https://cdn.openelections.co.uk/uploads/2020/08/18306_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18306_2-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/18306_3-768x1024.jpg']","['leaflet_images/35003/18306_1-768x1024.jpg', 'leaflet_images/35003/18306_2-768x1024.jpg', 'leaflet_images/35003/18306_3-768x1024.jpg']",2019 General Election,Brexit/Reform Party,Newcastle upon Tyne Central,"Candidate, Other party/leader/candidate, Party leader, Tactical situation","Brexit/Europe, Economy, Governance, Health, Immigration",,,
35020,https://www.openelections.co.uk/leaflets/35020/,['https://cdn.openelections.co.uk/uploads/2020/08/18311_1-712x1024.jpg'],['leaflet_images/35020/18311_1-712x1024.jpg'],2019 General Election,Conservative Party,East Surrey,"Candidate, Party leader","Brexit/Europe, Economy, Education, Health",,,
35493,https://www.openelections.co.uk/leaflets/35493/,[],[],2019 General Election,Labour Party,York Outer,"Candidate, Other party/leader/candidate, Tactical situation","Economy, Education, Environment, Social welfare",,,
35543,https://www.openelections.co.uk/leaflets/35543/,"['https://cdn.openelections.co.uk/uploads/2020/12/18326_1-2-rotated.jpg', 'https://cdn.openelections.co.uk/uploads/2020/12/18326_2-rotated.jpg']","['leaflet_images/35543/18326_1-2-rotated.jpg', 'leaflet_images/35543/18326_2-rotated.jpg']",2019 General Election,Labour Party,Broxtowe,Other party/leader/candidate,"Economy, Governance",,,
35552,https://www.openelections.co.uk/leaflets/35552/,"['https://cdn.openelections.co.uk/uploads/2020/12/18331_1-2-rotated.jpg', 'https://cdn.openelections.co.uk/uploads/2020/12/18331_2-rotated.jpg']","['leaflet_images/35552/18331_1-2-rotated.jpg', 'leaflet_images/35552/18331_2-rotated.jpg']",2019 General Election,Scottish National Party,Glasgow North,"Candidate, Other party/leader/candidate, Party leader","Brexit/Europe, Economy, Environment, Governance, Health, Immigration, Social welfare",,,
35570,https://www.openelections.co.uk/leaflets/35570/,"['https://cdn.openelections.co.uk/uploads/2020/12/18337_1-2-rotated.jpg', 'https://cdn.openelections.co.uk/uploads/2020/12/18337_2-rotated.jpg']","['leaflet_images/35570/18337_1-2-rotated.jpg', 'leaflet_images/35570/18337_2-rotated.jpg']",2019 General Election,Brexit/Reform Party,Glasgow North,"Candidate, Party leader","Brexit/Europe, Economy, Health, Immigration",,,
35592,https://www.openelections.co.uk/leaflets/35592/,"['https://cdn.openelections.co.uk/uploads/2020/12/18343_1-2.jpg', 'https://cdn.openelections.co.uk/uploads/2020/12/18343_2-2.jpg', 'https://cdn.openelections.co.uk/uploads/2020/12/18343_3-2.jpg']","['leaflet_images/35592/18343_1-2.jpg', 'leaflet_images/35592/18343_2-2.jpg', 'leaflet_images/35592/18343_3-2.jpg']",2019 General Election,Liberal Democrats,York Outer,"Other party/leader/candidate, Party leader","Brexit/Europe, Economy, Education, Environment, Health",,,
35600,https://www.openelections.co.uk/leaflets/35600/,"['https://cdn.openelections.co.uk/uploads/2020/12/18346_1-2.jpg', 'https://cdn.openelections.co.uk/uploads/2020/12/18346_2-2.jpg']","['leaflet_images/35600/18346_1-2.jpg', 'leaflet_images/35600/18346_2-2.jpg']",2019 General Election,Liberal Democrats,York Outer,"Candidate, Other party/leader/candidate",Brexit/Europe,,,
35621,https://www.openelections.co.uk/leaflets/35621/,"['https://cdn.openelections.co.uk/uploads/2020/12/18356_1-2.jpg', 'https://cdn.openelections.co.uk/uploads/2020/12/18356_2-2.jpg']","['leaflet_images/35621/18356_1-2.jpg', 'leaflet_images/35621/18356_2-2.jpg']",2019 General Election,Liberal Democrats,York Outer,Party leader,"Brexit/Europe, Economy, Education, Environment, Health",,,
35630,https://www.openelections.co.uk/leaflets/35630/,"['https://cdn.openelections.co.uk/uploads/2020/12/18359_1-2.jpg', 'https://cdn.openelections.co.uk/uploads/2020/12/18359_2-2.jpg']","['leaflet_images/35630/18359_1-2.jpg', 'leaflet_images/35630/18359_2-2.jpg']",2019 General Election,Liberal Democrats,York Outer,"Other party/leader/candidate, Party leader","Brexit/Europe, Economy, Education, Environment, Health",,,
